Ano,Mes,Hora,Normal,HorarioEconomico,Autoconsumo,Injecao,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,hora_sin,hora_cos,autoconsumo_ratio,total_consumo
2021,10,18.0,0.714,0.0,0.034,3,20.52,20.72,17.72,20.7,1022,80,2.5,0.0,100,-1.0,-1.8369701987210297e-16,0.04761898092579703,0.748
2021,10,19.0,0.422,0.0,0.0,3,19.49,19.74,17.72,19.79,1022,86,1.45,0.0,100,-0.9659258262890684,0.2588190451025203,0.0,0.422
2021,10,20.0,0.374,0.0,0.0,3,18.97,19.22,17.72,19.79,1022,88,0.85,0.0,100,-0.8660254037844386,0.5000000000000001,0.0,0.374
2021,10,21.0,0.255,0.0,0.0,3,18.94,19.21,17.72,19.23,1022,89,0.97,0.0,100,-0.7071067811865477,0.7071067811865474,0.0,0.255
2021,10,22.0,0.324,0.0,0.0,3,18.43,18.68,17.72,19.23,1021,90,1.58,0.0,100,-0.5000000000000004,0.8660254037844384,0.0,0.324
2021,10,23.0,0.331,0.0,0.0,3,18.41,18.68,17.23,18.68,1020,91,1.11,0.0,100,-0.25881904510252157,0.9659258262890681,0.0,0.331
2021,10,0.0,0.328,0.0,0.0,3,18.42,18.72,17.23,18.48,1020,92,1.55,0.0,100,0.0,1.0,0.0,0.328
2021,10,1.0,0.526,0.0,0.0,3,18.42,18.72,17.23,18.48,1020,92,1.92,0.0,100,0.25881904510252074,0.9659258262890683,0.0,0.526
2021,10,2.0,0.328,0.0,0.0,3,18.42,18.75,17.23,18.48,1019,93,2.33,0.0,100,0.49999999999999994,0.8660254037844387,0.0,0.328
2021,10,3.0,0.262,0.0,0.0,3,17.9,18.17,17.23,18.12,1018,93,2.32,0.0,100,0.7071067811865476,0.7071067811865476,0.0,0.262
2021,10,4.0,0.256,0.0,0.0,3,17.87,18.14,16.72,18.12,1018,93,2.32,0.0,100,0.8660254037844386,0.5000000000000001,0.0,0.256
2021,10,5.0,0.256,0.0,0.0,3,17.59,17.83,16.68,18.12,1017,93,2.95,0.0,100,0.9659258262890683,0.25881904510252074,0.0,0.256
2021,10,6.0,0.287,0.0,0.0,3,17.33,17.55,16.68,17.57,1017,93,3.2,0.0,100,1.0,6.123233995736766e-17,0.0,0.287
2021,10,7.0,0.377,0.0,0.0,3,17.31,17.52,16.12,17.57,1017,93,3.55,0.0,100,0.9659258262890683,-0.25881904510252063,0.0,0.377
2021,10,8.0,0.215,0.0,0.064,3,17.36,17.58,16.12,18.12,1017,93,3.78,0.0,100,0.8660254037844387,-0.4999999999999998,0.29767303407891127,0.279
2021,10,9.0,0.087,0.0,0.167,1,18.44,18.77,17.23,18.72,1017,93,3.57,0.0,100,0.7071067811865476,-0.7071067811865475,1.9195181664578571,0.254
2021,10,10.0,0.052,0.0,0.201,1,19.53,19.84,18.12,19.59,1016,88,4.74,0.0,96,0.49999999999999994,-0.8660254037844387,3.8653102824945678,0.253
2021,10,11.0,0.099,0.0,0.27,2,20.55,20.83,18.72,21.45,1016,83,5.41,0.0,99,0.258819045102521,-0.9659258262890682,2.727245179341623,0.369
2021,10,12.0,0.265,0.0,0.29,1,20.02,20.38,17.72,20.9,1015,88,5.52,1.0,100,1.2246467991473532e-16,-1.0,1.094335493073611,0.5549999999999999
2021,10,13.0,0.741,0.0,0.214,3,18.98,19.34,17.72,20.34,1015,92,6.18,0.0,100,-0.2588190451025208,-0.9659258262890683,0.28879853063626093,0.955
2021,10,14.0,0.202,0.0,0.261,1,19.03,19.42,17.89,20.34,1014,93,6.23,0.0,100,-0.4999999999999997,-0.8660254037844388,1.292072811520735,0.463
2021,10,15.0,0.735,0.0,0.244,1,19.03,19.42,18.44,19.79,1013,93,6.55,1.0,100,-0.7071067811865471,-0.7071067811865479,0.3319723374526021,0.979
2021,10,16.0,0.936,0.0,0.144,3,19.02,19.38,18.44,19.23,1012,92,6.72,1.0,100,-0.8660254037844385,-0.5000000000000004,0.15384598948078043,1.08
2021,10,17.0,0.418,0.0,0.056,3,18.99,19.32,17.72,19.54,1011,91,6.66,1.0,100,-0.9659258262890683,-0.25881904510252063,0.13397097136131256,0.474
2021,10,18.0,0.388,0.0,0.016,3,18.96,19.29,17.72,19.04,1011,91,6.68,0.0,100,-1.0,-1.8369701987210297e-16,0.04123700712111567,0.404
2021,10,19.0,0.52,0.0,0.0,3,18.43,18.73,17.72,18.48,1011,92,6.86,1.0,100,-0.9659258262890684,0.2588190451025203,0.0,0.52
2021,10,20.0,0.477,0.0,0.0,3,18.42,18.75,17.72,18.48,1010,93,7.14,1.0,100,-0.8660254037844386,0.5000000000000001,0.0,0.477
2021,10,21.0,0.55,0.0,0.0,3,18.42,18.75,17.72,18.68,1010,93,7.37,2.0,100,-0.7071067811865477,0.7071067811865474,0.0,0.55
2021,10,22.0,0.32,0.0,0.0,3,18.42,18.75,17.72,18.68,1009,93,7.54,3.0,100,-0.5000000000000004,0.8660254037844384,0.0,0.32
2021,10,23.0,0.352,0.0,0.0,3,18.4,18.72,17.32,18.68,1008,93,8.4,3.0,100,-0.25881904510252157,0.9659258262890681,0.0,0.352
2021,10,0.0,0.472,0.0,0.0,3,18.45,18.78,17.72,18.48,1007,93,7.86,4.0,100,0.0,1.0,0.0,0.472
2021,10,1.0,0.429,0.0,0.0,3,17.29,17.5,15.57,17.88,1007,93,5.26,7.0,100,0.25881904510252074,0.9659258262890683,0.0,0.429
2021,10,2.0,0.281,0.0,0.0,3,16.72,16.88,15.57,17.01,1008,93,4.84,5.0,100,0.49999999999999994,0.8660254037844387,0.0,0.281
2021,10,3.0,0.337,0.0,0.0,3,16.58,16.72,13.72,16.82,1009,93,3.45,2.0,97,0.7071067811865476,0.7071067811865476,0.0,0.337
2021,10,4.0,0.277,0.0,0.0,3,13.48,13.31,12.79,13.72,1009,93,3.39,1.0,72,0.8660254037844386,0.5000000000000001,0.0,0.277
2021,10,5.0,0.263,0.0,0.0,3,13.46,13.29,12.23,13.72,1010,93,3.76,0.0,51,0.9659258262890683,0.25881904510252074,0.0,0.263
2021,10,6.0,0.259,0.0,0.0,3,12.91,12.68,12.01,12.93,1011,93,3.3,0.0,39,1.0,6.123233995736766e-17,0.0,0.259
2021,10,7.0,0.259,0.0,0.002,3,12.36,12.08,11.72,12.89,1012,93,2.47,0.0,40,0.9659258262890683,-0.25881904510252063,0.007721977907421207,0.261
2021,10,8.0,0.047,0.0,0.221,2,13.02,12.81,12.79,14.54,1013,93,2.26,0.0,32,0.8660254037844387,-0.4999999999999998,4.702027616433693,0.268
2021,10,9.0,0.015,0.0,0.299,0,14.65,14.44,13.9,15.72,1014,87,3.25,0.0,23,0.7071067811865476,-0.7071067811865475,19.932004533031133,0.314
2021,10,10.0,0.053,0.0,0.402,0,16.29,15.85,15.9,17.33,1016,72,2.31,0.0,45,0.49999999999999994,-0.8660254037844387,7.58476255164997,0.455
2021,10,11.0,0.236,0.0,0.502,0,16.88,16.45,16.45,17.89,1016,70,3.08,0.0,46,0.258819045102521,-0.9659258262890682,2.1271096308913946,0.738
2021,10,12.0,0.958,0.0,0.621,2,17.89,17.33,15.9,19.0,1017,61,3.73,0.0,33,1.2246467991473532e-16,-1.0,0.6482247930847671,1.579
2021,10,13.0,0.57,0.0,0.417,2,16.89,16.38,16.82,19.0,1017,67,3.61,0.0,28,-0.2588190451025208,-0.9659258262890683,0.7315776638988353,0.9869999999999999
2021,10,14.0,0.384,0.0,0.21,2,18.6,18.21,17.57,20.1,1017,65,4.55,0.0,29,-0.4999999999999997,-0.8660254037844388,0.5468735758500629,0.594
2021,10,15.0,0.205,0.0,0.278,2,17.92,17.57,16.72,19.54,1018,69,4.75,0.0,36,-0.7071067811865471,-0.7071067811865479,1.3560909458978252,0.483
2021,10,16.0,0.163,0.0,0.173,2,17.92,17.46,17.72,18.12,1019,65,3.84,0.0,18,-0.8660254037844385,-0.5000000000000004,1.061343181943669,0.33599999999999997
2021,10,17.0,0.329,0.0,0.194,3,16.82,16.36,16.72,17.79,1019,69,2.93,0.0,0,-0.9659258262890683,-0.25881904510252063,0.5896638612040693,0.523
2021,10,18.0,0.358,0.0,0.034,3,15.71,15.27,15.34,16.22,1020,74,1.77,0.0,7,-1.0,-1.8369701987210297e-16,0.09497180175474372,0.392
2021,10,19.0,0.472,0.0,0.0,3,14.6,14.13,13.12,16.21,1021,77,2.25,0.0,100,-0.9659258262890684,0.2588190451025203,0.0,0.472
2021,10,20.0,0.516,0.0,0.0,3,14.03,13.55,12.01,15.66,1021,79,1.69,0.0,100,-0.8660254037844386,0.5000000000000001,0.0,0.516
2021,10,21.0,0.489,0.0,0.0,3,13.46,13.0,10.9,15.1,1021,82,0.91,0.0,100,-0.7071067811865477,0.7071067811865474,0.0,0.489
2021,10,22.0,0.573,0.0,0.0,3,12.92,12.46,10.34,14.55,1022,84,1.41,0.0,100,-0.5000000000000004,0.8660254037844384,0.0,0.573
2021,10,23.0,0.591,0.0,0.0,3,12.93,12.5,12.72,14.0,1022,85,0.35,0.0,100,-0.25881904510252157,0.9659258262890681,0.0,0.591
2021,10,0.0,0.548,0.0,0.0,3,12.37,11.93,11.72,13.43,1022,87,0.56,0.0,100,0.0,1.0,0.0,0.548
2021,10,1.0,0.527,0.0,0.0,3,12.92,12.51,12.23,12.93,1022,86,0.62,0.0,86,0.25881904510252074,0.9659258262890683,0.0,0.527
2021,10,2.0,0.334,0.0,0.0,3,12.92,12.54,11.68,12.93,1022,87,0.72,0.0,100,0.49999999999999994,0.8660254037844387,0.0,0.334
2021,10,3.0,0.34,0.0,0.0,3,12.93,12.55,10.34,13.72,1022,87,0.77,0.0,95,0.7071067811865476,0.7071067811865476,0.0,0.34
2021,10,4.0,0.333,0.0,0.0,3,12.94,12.54,12.23,13.72,1022,86,0.71,0.0,81,0.8660254037844386,0.5000000000000001,0.0,0.333
2021,10,5.0,0.337,0.0,0.0,3,12.93,12.58,10.34,13.72,1022,88,0.59,0.0,94,0.9659258262890683,0.25881904510252074,0.0,0.337
2021,10,6.0,0.319,0.0,0.0,3,12.92,12.59,11.68,12.93,1022,89,0.93,0.0,97,1.0,6.123233995736766e-17,0.0,0.319
2021,10,7.0,0.33,0.0,0.002,3,12.87,12.51,10.9,12.93,1023,88,1.16,0.0,78,0.9659258262890683,-0.25881904510252063,0.0060605876951888024,0.332
2021,10,8.0,0.447,0.0,0.048,3,13.48,13.16,12.79,13.72,1023,87,1.54,0.0,70,0.8660254037844387,-0.4999999999999998,0.1073823101066888,0.495
2021,10,9.0,0.372,0.0,0.129,3,14.03,13.84,13.34,14.54,1023,90,2.07,0.0,69,0.7071067811865476,-0.7071067811865475,0.34677326136220066,0.501
2021,10,10.0,0.024,0.0,0.337,2,15.44,15.13,14.79,15.72,1023,80,2.08,0.0,96,0.49999999999999994,-0.8660254037844387,14.0410816215991,0.36100000000000004
2021,10,11.0,0.013,0.0,0.298,2,17.63,17.46,16.12,17.88,1022,77,2.52,0.0,89,0.258819045102521,-0.9659258262890682,22.921313745096533,0.311
2021,10,12.0,0.001,0.0,0.311,2,17.42,17.33,16.72,19.55,1023,81,3.09,0.0,99,1.2246467991473532e-16,-1.0,310.68931068931073,0.312
2021,10,13.0,0.182,0.0,0.237,3,17.51,17.46,17.01,20.66,1023,82,3.3,0.0,99,-0.2588190451025208,-0.9659258262890683,1.3021906473041356,0.419
2021,10,14.0,0.029,0.0,0.484,2,19.92,19.85,17.01,20.66,1022,72,3.33,0.0,71,-0.4999999999999997,-0.8660254037844388,16.689079686907345,0.513
2021,10,15.0,0.084,0.0,0.424,2,18.06,18.01,17.57,20.66,1022,80,3.06,0.0,57,-0.7071067811865471,-0.7071067811865479,5.047558957631456,0.508
2021,10,16.0,0.052,0.0,0.403,2,17.98,17.84,17.57,19.0,1022,77,3.39,0.0,41,-0.8660254037844385,-0.5000000000000004,7.749850964404532,0.455
2021,10,17.0,0.25,0.0,0.237,2,18.43,18.21,17.01,18.48,1022,72,3.12,0.0,69,-0.9659258262890683,-0.25881904510252063,0.947996208015168,0.487
2021,10,18.0,0.364,0.0,0.039,3,16.81,16.64,16.12,16.82,1022,80,2.29,0.0,93,-1.0,-1.8369701987210297e-16,0.10714256279515717,0.40299999999999997
2021,10,19.0,0.638,0.0,0.0,3,16.29,16.14,15.9,16.78,1022,83,2.09,1.0,100,-0.9659258262890684,0.2588190451025203,0.0,0.638
2021,10,20.0,0.664,0.0,0.0,3,15.79,15.64,15.34,16.78,1022,85,2.21,0.0,99,-0.8660254037844386,0.5000000000000001,0.0,0.664
2021,10,21.0,0.699,0.0,0.0,3,15.78,15.69,14.79,16.77,1023,87,2.61,0.0,100,-0.7071067811865477,0.7071067811865474,0.0,0.699
2021,10,22.0,0.734,0.0,0.0,3,15.21,15.16,14.79,16.21,1023,91,1.97,0.0,99,-0.5000000000000004,0.8660254037844384,0.0,0.734
2021,10,23.0,0.5,0.0,0.0,3,15.19,15.17,14.45,15.72,1022,92,2.66,0.0,100,-0.25881904510252157,0.9659258262890681,0.0,0.5
2021,10,0.0,0.546,0.0,0.0,3,15.15,15.12,14.45,15.72,1022,92,3.17,0.0,100,0.0,1.0,0.0,0.546
2021,10,1.0,0.492,0.0,0.0,3,14.64,14.59,14.45,15.72,1021,93,3.35,1.0,100,0.25881904510252074,0.9659258262890683,0.0,0.492
2021,10,2.0,0.32,0.0,0.0,3,15.15,15.15,14.45,15.72,1021,93,3.29,1.0,100,0.49999999999999994,0.8660254037844387,0.0,0.32
2021,10,3.0,0.319,0.0,0.0,3,15.18,15.18,15.01,15.72,1020,93,2.93,1.0,100,0.7071067811865476,0.7071067811865476,0.0,0.319
2021,10,4.0,0.317,0.0,0.0,3,15.18,15.18,15.1,15.72,1020,93,2.4,1.0,100,0.8660254037844386,0.5000000000000001,0.0,0.317
2021,10,5.0,0.316,0.0,0.0,3,15.7,15.75,15.57,15.72,1020,93,1.87,1.0,100,0.9659258262890683,0.25881904510252074,0.0,0.316
2021,10,6.0,0.31,0.0,0.0,3,15.71,15.76,15.66,16.22,1020,93,1.53,0.0,100,1.0,6.123233995736766e-17,0.0,0.31
2021,10,7.0,0.312,0.0,0.001,3,16.27,16.38,15.66,16.78,1021,93,1.43,0.0,100,0.9659258262890683,-0.25881904510252063,0.00320511793231432,0.313
2021,10,8.0,0.255,0.0,0.067,3,16.85,17.02,16.21,17.72,1022,93,1.81,0.0,100,0.8660254037844387,-0.4999999999999998,0.2627440676703229,0.322
2021,10,9.0,0.151,0.0,0.188,1,17.37,17.59,16.77,18.12,1022,93,2.59,0.0,100,0.7071067811865476,-0.7071067811865475,1.2450248673849842,0.33899999999999997
2021,10,10.0,0.271,0.0,0.216,3,17.91,18.18,17.23,18.68,1023,93,3.38,0.0,100,0.49999999999999994,-0.8660254037844387,0.7970450293541352,0.487
2021,10,11.0,0.188,0.0,0.281,1,18.48,18.81,17.89,19.23,1023,93,3.09,0.0,97,0.258819045102521,-0.9659258262890682,1.4946729006760604,0.46900000000000003
2021,10,12.0,0.007,0.0,0.467,0,18.58,18.92,18.34,20.34,1023,93,3.17,0.0,97,1.2246467991473532e-16,-1.0,66.70475646336237,0.47400000000000003
2021,10,13.0,0.228,0.0,0.588,0,20.18,20.58,18.44,21.21,1023,89,3.5,0.0,100,-0.2588190451025208,-0.9659258262890683,2.578936057297994,0.816
2021,10,14.0,0.2,0.0,0.406,2,20.71,20.98,20.67,21.21,1023,82,3.64,0.0,98,-0.4999999999999997,-0.8660254037844388,2.02998985005075,0.6060000000000001
2021,10,15.0,0.065,0.0,0.424,0,21.72,21.93,19.72,21.82,1023,76,3.36,0.0,97,-0.7071067811865471,-0.7071067811865479,6.522976569591236,0.489
2021,10,16.0,0.458,0.0,0.181,1,20.66,20.87,19.72,21.21,1023,80,2.89,0.0,83,-0.8660254037844385,-0.5000000000000004,0.3951956436776339,0.639
2021,10,17.0,0.339,0.0,0.202,3,20.6,20.83,18.72,20.7,1023,81,2.52,0.0,43,-0.9659258262890683,-0.25881904510252063,0.5958684487656379,0.541
2021,10,18.0,0.444,0.0,0.041,3,19.74,19.88,17.72,20.15,1023,81,1.78,0.0,19,-1.0,-1.8369701987210297e-16,0.09234213436456225,0.485
2021,10,19.0,0.547,0.0,0.0,3,18.89,19.03,16.72,19.04,1024,84,1.76,0.0,21,-0.9659258262890684,0.2588190451025203,0.0,0.547
2021,10,20.0,0.969,0.0,0.0,3,17.79,17.95,15.72,17.93,1024,89,1.51,0.0,13,-0.8660254037844386,0.5000000000000001,0.0,0.969
2021,10,21.0,1.157,0.0,0.0,3,16.8,16.89,15.57,16.82,1024,90,1.42,0.0,5,-0.7071067811865477,0.7071067811865474,0.0,1.157
