,Ano,Mes,Dia,Hora,Normal,HorarioEconomico,Autoconsumo,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
18,2023,1,1,18,0.595,0.0,0.0,11.32,10.99,11.26,11.82,1016.0,95.0,2.22,2.03,100.0,moderate rain
19,2023,1,1,19,2.089,0.0,0.0,10.73,10.34,10.57,11.77,1017.0,95.0,2.71,1.3,100.0,moderate rain
20,2023,1,1,20,1.635,0.0,0.0,10.7,10.31,10.01,10.9,1018.0,95.0,2.35,0.85,100.0,light rain
21,2023,1,1,21,0.637,0.0,0.0,10.72,10.33,9.79,11.21,1020.0,95.0,2.7,0.5,90.0,light rain
22,2023,1,1,22,0.0,0.577,0.0,10.23,9.82,9.23,11.21,1021.0,96.0,1.84,0.31,72.0,light rain
23,2023,1,1,23,0.0,0.566,0.0,10.2,9.78,9.23,10.82,1022.0,96.0,1.72,0.26,47.0,light rain
24,2023,1,2,0,0.0,0.639,0.0,10.02,9.58,8.68,10.15,1022.0,96.0,1.5,0.15,37.0,light rain
25,2023,1,2,1,0.0,0.51,0.0,9.51,9.51,8.12,9.59,1022.0,96.0,0.34,0.24,34.0,light rain
26,2023,1,2,2,0.0,0.375,0.0,9.01,9.01,8.12,9.04,1023.0,96.0,0.85,0.19,46.0,light rain
27,2023,1,2,3,0.0,0.345,0.0,8.92,8.92,7.72,9.04,1023.0,96.0,0.93,0.22,44.0,light rain
28,2023,1,2,4,0.0,0.241,0.0,8.92,8.92,7.72,9.04,1024.0,96.0,1.15,0.37,44.0,light rain
29,2023,1,2,5,0.0,0.237,0.0,7.91,7.91,7.57,7.93,1025.0,95.0,0.94,0.47,57.0,light rain
30,2023,1,2,6,0.0,0.252,0.0,7.92,7.92,7.72,7.93,1025.0,96.0,1.21,0.14,55.0,light rain
31,2023,1,2,7,0.0,0.974,0.0,8.0,6.96,7.01,8.82,1026.0,96.0,1.89,0.0,100.0,overcast clouds
32,2023,1,2,8,0.476,0.0,0.01,7.4,5.89,6.68,7.82,1026.0,95.0,2.31,0.0,100.0,overcast clouds
33,2023,1,2,9,0.15,0.0,0.083,8.5,7.08,7.01,8.82,1027.0,96.0,2.45,0.0,100.0,overcast clouds
34,2023,1,2,10,0.08,0.0,0.158,9.56,8.51,7.57,9.82,1027.0,96.0,2.21,0.0,100.0,overcast clouds
35,2023,1,2,11,0.0,0.0,0.251,10.71,10.26,9.54,11.82,1028.0,93.0,1.55,0.0,96.0,overcast clouds
36,2023,1,2,12,0.0,0.0,0.248,10.87,10.36,9.23,12.82,1028.0,90.0,1.25,0.0,39.0,scattered clouds
37,2023,1,2,13,0.166,0.0,0.078,12.94,12.3,10.66,13.82,1027.0,77.0,1.12,0.0,21.0,few clouds
38,2023,1,2,14,0.01,0.0,0.22,13.0,12.26,12.57,13.82,1027.0,73.0,1.1,0.0,27.0,scattered clouds
39,2023,1,2,15,0.023,0.0,0.272,12.57,11.76,11.77,14.82,1028.0,72.0,1.15,0.0,26.0,scattered clouds
40,2023,1,2,16,0.251,0.0,0.053,12.0,11.16,11.45,13.82,1028.0,73.0,1.1,0.0,26.0,scattered clouds
41,2023,1,2,17,0.425,0.0,0.0,11.33,10.53,10.34,12.79,1028.0,77.0,1.33,0.0,27.0,scattered clouds
42,2023,1,2,18,0.97,0.0,0.0,10.12,9.33,9.23,10.57,1029.0,82.0,0.83,0.0,20.0,few clouds
43,2023,1,2,19,0.683,0.0,0.0,9.52,9.52,6.93,11.21,1029.0,85.0,0.5,0.0,20.0,few clouds
44,2023,1,2,20,0.73,0.0,0.0,8.93,8.93,6.38,10.66,1029.0,87.0,0.61,0.0,20.0,few clouds
45,2023,1,2,21,0.847,0.0,0.0,9.29,9.29,5.82,10.1,1030.0,87.0,0.98,0.0,10.0,sky is clear
46,2023,1,2,22,0.0,0.681,0.0,8.86,8.53,4.71,9.54,1030.0,89.0,1.34,0.0,5.0,sky is clear
47,2023,1,2,23,0.0,0.56,0.0,8.36,7.76,4.71,8.99,1030.0,89.0,1.52,0.0,9.0,sky is clear
48,2023,1,3,0,0.0,0.521,0.0,8.82,8.39,4.71,9.04,1031.0,87.0,1.42,0.0,43.0,scattered clouds
49,2023,1,3,1,0.0,0.338,0.0,7.87,6.55,4.23,7.93,1031.0,89.0,2.19,0.0,63.0,broken clouds
50,2023,1,3,2,0.0,0.271,0.0,7.77,5.87,4.23,7.93,1031.0,90.0,2.95,0.0,99.0,overcast clouds
51,2023,1,3,3,0.0,0.259,0.0,7.36,5.4,5.26,7.37,1031.0,91.0,2.91,0.0,100.0,overcast clouds
52,2023,1,3,4,0.0,0.247,0.0,6.82,4.76,6.72,6.82,1031.0,92.0,2.9,0.0,98.0,overcast clouds
53,2023,1,3,5,0.0,0.263,0.0,7.33,5.4,4.71,7.37,1031.0,92.0,2.86,0.0,85.0,overcast clouds
54,2023,1,3,6,0.0,0.274,0.0,7.88,6.1,4.71,7.93,1031.0,89.0,2.8,0.0,100.0,overcast clouds
55,2023,1,3,7,0.0,0.813,0.0,7.88,6.1,4.15,7.93,1032.0,88.0,2.8,0.0,100.0,overcast clouds
56,2023,1,3,8,0.301,0.0,0.081,7.86,6.05,4.15,7.93,1032.0,86.0,2.83,0.0,100.0,overcast clouds
57,2023,1,3,9,0.0,0.0,0.325,8.42,6.78,4.15,8.48,1033.0,86.0,2.74,0.0,100.0,overcast clouds
58,2023,1,3,10,0.0,0.0,0.271,10.51,9.68,6.12,10.7,1034.0,79.0,2.61,0.0,38.0,scattered clouds
59,2023,1,3,11,0.0,0.0,0.261,11.24,10.4,8.43,11.26,1034.0,76.0,2.01,0.0,10.0,sky is clear
60,2023,1,3,12,0.368,0.0,0.614,12.78,11.89,9.45,12.93,1034.0,68.0,1.58,0.0,34.0,scattered clouds
61,2023,1,3,13,0.06,0.0,0.495,12.83,12.0,10.1,12.93,1033.0,70.0,1.28,0.0,66.0,broken clouds
62,2023,1,3,14,0.0,0.0,0.255,13.0,12.05,12.23,13.82,1033.0,65.0,1.19,0.0,99.0,overcast clouds
63,2023,1,3,15,0.023,0.0,0.221,13.0,12.13,10.26,14.82,1032.0,68.0,1.23,0.0,100.0,overcast clouds
64,2023,1,3,16,0.175,0.0,0.065,12.46,11.62,11.38,13.82,1032.0,71.0,0.9,0.0,97.0,overcast clouds
65,2023,1,3,17,0.23,0.0,0.0,11.9,11.03,11.68,12.82,1033.0,72.0,0.97,0.0,94.0,overcast clouds
66,2023,1,3,18,0.858,0.0,0.0,11.19,10.45,10.01,11.26,1033.0,80.0,0.51,0.0,81.0,broken clouds
67,2023,1,3,19,0.843,0.0,0.0,10.11,9.32,9.23,10.15,1034.0,82.0,0.57,0.0,47.0,scattered clouds
68,2023,1,3,20,0.463,0.0,0.0,9.43,9.43,7.72,9.59,1034.0,84.0,1.3,0.0,35.0,scattered clouds
69,2023,1,3,21,0.854,0.0,0.0,9.9,9.23,7.57,10.15,1034.0,84.0,1.82,0.0,19.0,few clouds
70,2023,1,3,22,0.0,1.514,0.0,9.39,8.9,7.01,9.59,1034.0,84.0,1.55,0.0,18.0,few clouds
71,2023,1,3,23,0.0,0.609,0.0,9.37,8.86,6.45,9.59,1035.0,79.0,1.57,0.0,10.0,sky is clear
72,2023,1,4,0,0.0,0.592,0.0,8.64,7.98,5.9,9.04,1035.0,83.0,1.61,0.0,18.0,few clouds
73,2023,1,4,1,0.0,0.579,0.0,8.79,8.01,4.15,9.04,1035.0,82.0,1.75,0.0,17.0,few clouds
74,2023,1,4,2,0.0,0.531,0.0,8.88,7.89,3.6,9.04,1034.0,77.0,2.0,0.0,39.0,scattered clouds
75,2023,1,4,3,0.0,0.264,0.0,8.35,7.14,4.15,8.48,1034.0,81.0,2.15,0.0,66.0,broken clouds
76,2023,1,4,4,0.0,0.266,0.0,8.87,7.71,4.71,9.04,1035.0,77.0,2.2,0.0,23.0,few clouds
77,2023,1,4,5,0.0,0.265,0.0,8.87,7.68,4.71,9.04,1034.0,75.0,2.24,0.0,25.0,scattered clouds
78,2023,1,4,6,0.0,0.299,0.0,8.87,7.59,4.15,9.04,1034.0,75.0,2.36,0.0,44.0,scattered clouds
79,2023,1,4,7,0.0,1.245,0.0,6.4,4.65,4.15,6.82,1035.0,97.0,2.39,0.0,56.0,broken clouds
80,2023,1,4,8,0.369,0.0,0.092,6.3,4.46,4.15,6.82,1035.0,97.0,2.48,0.0,70.0,broken clouds
81,2023,1,4,9,0.0,0.0,0.367,9.95,8.61,4.15,10.15,1035.0,69.0,2.74,0.0,53.0,broken clouds
82,2023,1,4,10,0.0,0.0,0.367,11.66,10.58,7.79,11.82,1036.0,65.0,2.78,0.0,18.0,few clouds
83,2023,1,4,11,0.0,0.0,0.361,13.34,12.3,8.9,13.48,1036.0,60.0,2.24,0.0,5.0,sky is clear
84,2023,1,4,12,0.0,0.0,0.281,13.97,13.15,11.68,14.04,1036.0,66.0,1.73,0.0,4.0,sky is clear
85,2023,1,4,13,0.0,0.0,0.252,14.08,13.35,12.79,14.82,1035.0,69.0,1.34,0.0,4.0,sky is clear
86,2023,1,4,14,0.0,0.0,0.288,14.65,13.84,12.49,15.82,1034.0,64.0,1.02,0.0,3.0,sky is clear
87,2023,1,4,15,0.204,0.0,0.324,14.6,13.87,14.45,15.34,1034.0,67.0,0.65,0.0,3.0,sky is clear
88,2023,1,4,16,0.21,0.0,0.042,14.5,13.81,13.6,14.79,1033.0,69.0,0.31,0.0,6.0,sky is clear
89,2023,1,4,17,0.304,0.0,0.0,13.81,13.07,10.82,14.23,1033.0,70.0,0.39,0.0,6.0,sky is clear
90,2023,1,4,18,1.174,0.0,0.0,12.77,12.01,11.21,12.93,1034.0,73.0,0.96,0.0,1.0,sky is clear
91,2023,1,4,19,1.826,0.0,0.0,12.09,11.31,9.72,12.37,1034.0,75.0,1.57,0.0,2.0,sky is clear
92,2023,1,4,20,1.262,0.0,0.0,11.56,10.83,9.45,11.82,1034.0,79.0,1.88,0.0,0.0,sky is clear
93,2023,1,4,21,0.808,0.0,0.0,11.06,10.44,8.99,11.26,1033.0,85.0,1.98,0.0,1.0,sky is clear
94,2023,1,4,22,0.0,0.662,0.0,10.46,9.81,8.12,10.7,1033.0,86.0,1.99,0.0,0.0,sky is clear
95,2023,1,4,23,0.0,0.472,0.0,9.89,9.14,7.57,10.15,1033.0,84.0,1.91,0.0,0.0,sky is clear
96,2023,1,5,0,0.0,0.418,0.0,10.26,9.43,6.72,10.7,1032.0,80.0,2.06,0.0,0.0,sky is clear
97,2023,1,5,1,0.0,0.361,0.0,6.21,4.55,5.72,7.79,1032.0,92.0,2.25,0.0,0.0,sky is clear
98,2023,1,5,2,0.0,0.357,0.0,7.69,6.21,7.32,8.34,1032.0,91.0,2.34,0.0,0.0,sky is clear
99,2023,1,5,3,0.0,0.319,0.0,7.69,6.17,7.32,7.82,1031.0,93.0,2.39,0.0,0.0,sky is clear
100,2023,1,5,4,0.0,0.308,0.0,6.77,5.16,6.72,7.23,1031.0,94.0,2.3,0.0,0.0,sky is clear
101,2023,1,5,5,0.0,0.303,0.0,5.15,3.32,4.72,6.77,1030.0,95.0,2.23,0.0,0.0,sky is clear
102,2023,1,5,6,0.0,0.308,0.0,5.85,4.08,5.72,7.23,1030.0,94.0,2.3,0.0,0.0,sky is clear
103,2023,1,5,7,0.0,0.829,0.0,6.67,5.05,6.21,6.82,1030.0,95.0,2.29,0.0,1.0,sky is clear
104,2023,1,5,8,0.381,0.0,0.094,5.75,4.01,5.66,6.12,1030.0,94.0,2.24,0.0,2.0,sky is clear
105,2023,1,5,9,0.0,0.0,0.335,7.48,5.65,6.21,7.82,1031.0,92.0,2.75,0.0,2.0,sky is clear
106,2023,1,5,10,0.336,0.0,0.616,12.19,10.98,8.34,12.37,1031.0,58.0,2.46,0.0,0.0,sky is clear
107,2023,1,5,11,0.0,0.0,0.337,13.34,12.24,9.45,13.48,1031.0,58.0,2.02,0.0,0.0,sky is clear
108,2023,1,5,12,0.057,0.0,0.424,13.96,13.0,10.82,14.04,1030.0,61.0,1.76,0.0,0.0,sky is clear
109,2023,1,5,13,0.0,0.0,0.343,14.46,13.58,11.93,14.59,1029.0,62.0,1.61,0.0,0.0,sky is clear
110,2023,1,5,14,0.0,0.0,0.292,14.69,13.96,14.45,15.82,1028.0,67.0,1.47,0.0,0.0,sky is clear
111,2023,1,5,15,0.0,0.0,0.293,14.18,13.14,13.04,15.82,1028.0,57.0,1.35,0.0,2.0,sky is clear
112,2023,1,5,16,0.247,0.0,0.049,14.11,13.14,11.77,15.82,1028.0,60.0,0.83,0.0,0.0,sky is clear
113,2023,1,5,17,0.321,0.0,0.0,12.46,11.46,11.21,13.82,1028.0,65.0,1.02,0.0,0.0,sky is clear
114,2023,1,5,18,0.89,0.0,0.0,11.6,10.62,9.72,11.82,1028.0,69.0,0.53,0.0,0.0,sky is clear
115,2023,1,5,19,1.752,0.0,0.0,10.49,9.5,8.72,10.7,1028.0,73.0,1.03,0.0,2.0,sky is clear
116,2023,1,5,20,0.817,0.0,0.0,9.58,9.11,7.79,9.82,1028.0,78.0,1.56,0.0,0.0,sky is clear
117,2023,1,5,21,1.256,0.0,0.0,9.0,8.16,7.57,9.04,1028.0,81.0,1.85,0.0,0.0,sky is clear
118,2023,1,5,22,0.0,2.771,0.0,8.48,7.5,6.12,8.82,1028.0,83.0,1.91,0.0,0.0,sky is clear
119,2023,1,5,23,0.0,2.215,0.0,7.1,5.92,3.6,7.82,1028.0,92.0,1.89,0.0,1.0,sky is clear
120,2023,1,6,0,0.0,1.78,0.0,7.87,6.85,5.34,7.93,1028.0,85.0,1.85,0.0,2.0,sky is clear
121,2023,1,6,1,0.0,0.95,0.0,6.69,5.52,4.79,6.82,1027.0,92.0,1.82,0.0,5.0,sky is clear
122,2023,1,6,2,0.0,0.713,0.0,6.59,5.45,4.23,6.82,1027.0,93.0,1.77,0.0,11.0,few clouds
123,2023,1,6,3,0.0,0.47,0.0,6.77,5.47,5.66,6.82,1027.0,95.0,1.96,0.0,18.0,few clouds
124,2023,1,6,4,0.0,0.497,0.0,6.29,4.87,2.49,6.82,1027.0,94.0,2.0,0.0,39.0,scattered clouds
125,2023,1,6,5,0.0,0.443,0.0,5.57,3.86,3.04,5.82,1026.0,94.0,2.18,0.0,60.0,broken clouds
126,2023,1,6,6,0.0,0.792,0.0,5.7,3.99,3.9,5.82,1026.0,90.0,2.2,0.0,42.0,scattered clouds
127,2023,1,6,7,0.0,1.763,0.0,5.7,3.92,5.1,5.82,1026.0,92.0,2.28,0.0,54.0,broken clouds
128,2023,1,6,8,0.947,0.0,0.074,5.69,3.84,3.6,5.82,1027.0,89.0,2.36,0.0,66.0,broken clouds
129,2023,1,6,9,0.245,0.0,0.406,4.64,2.16,3.6,5.82,1027.0,94.0,2.88,0.0,74.0,broken clouds
130,2023,1,6,10,0.164,0.0,0.421,5.7,3.3,5.7,6.82,1027.0,92.0,3.06,0.0,75.0,broken clouds
131,2023,1,6,11,0.052,0.0,0.449,8.48,6.87,8.48,8.82,1027.0,91.0,2.71,0.0,86.0,overcast clouds
132,2023,1,6,12,0.067,0.0,0.394,10.21,9.4,10.15,10.82,1027.0,81.0,2.68,0.0,89.0,overcast clouds
133,2023,1,6,13,0.018,0.0,0.436,10.79,10.07,10.57,12.01,1026.0,82.0,2.81,0.0,90.0,overcast clouds
134,2023,1,6,14,0.0,0.0,0.444,11.4,10.71,11.26,13.12,1025.0,81.0,3.6,0.0,96.0,overcast clouds
135,2023,1,6,15,0.222,0.0,0.223,10.98,10.27,10.7,13.82,1024.0,82.0,3.81,0.0,97.0,overcast clouds
136,2023,1,6,16,0.457,0.0,0.046,11.44,10.75,10.1,13.82,1024.0,81.0,3.56,0.0,97.0,overcast clouds
137,2023,1,6,17,0.586,0.0,0.0,10.88,10.22,10.66,12.82,1024.0,84.0,3.25,0.0,83.0,broken clouds
138,2023,1,6,18,1.821,0.0,0.0,10.87,10.18,10.1,12.82,1024.0,83.0,3.19,0.0,73.0,broken clouds
139,2023,1,6,19,1.046,0.0,0.0,10.79,10.04,10.01,11.82,1024.0,81.0,3.37,0.0,49.0,scattered clouds
140,2023,1,6,20,0.413,0.0,0.0,10.76,9.98,9.54,11.82,1023.0,80.0,3.38,0.0,57.0,broken clouds
141,2023,1,6,21,0.36,0.0,0.0,10.28,9.5,9.54,11.82,1023.0,82.0,3.32,0.0,88.0,overcast clouds
142,2023,1,6,22,0.0,0.369,0.0,10.85,10.13,9.54,12.82,1023.0,82.0,4.57,0.12,88.0,light rain
143,2023,1,6,23,0.0,0.375,0.0,10.94,10.26,9.54,13.82,1022.0,83.0,5.07,0.27,95.0,light rain
144,2023,1,7,0,0.0,0.732,0.0,11.45,10.79,10.1,13.82,1022.0,82.0,5.48,0.28,100.0,light rain
145,2023,1,7,1,0.0,0.605,0.0,11.47,10.87,10.66,13.82,1021.0,84.0,5.75,0.2,100.0,light rain
146,2023,1,7,2,0.0,0.493,0.0,10.99,10.39,10.7,13.82,1021.0,86.0,5.99,0.58,100.0,light rain
147,2023,1,7,3,0.0,1.073,0.0,11.49,10.99,11.21,13.82,1020.0,88.0,6.28,1.09,100.0,moderate rain
148,2023,1,7,4,0.0,0.777,0.0,12.86,12.55,11.21,12.93,1019.0,90.0,6.46,1.72,100.0,moderate rain
149,2023,1,7,5,0.0,0.469,0.0,12.9,12.65,11.93,12.93,1018.0,92.0,6.77,2.23,100.0,moderate rain
150,2023,1,7,6,0.0,0.412,0.0,12.92,12.7,12.23,13.6,1018.0,93.0,7.02,2.84,100.0,moderate rain
151,2023,1,7,7,0.0,0.408,0.0,12.91,12.68,12.23,13.12,1017.0,93.0,7.19,4.48,100.0,heavy intensity rain
152,2023,1,7,8,0.383,0.0,0.0,12.91,12.68,12.23,13.12,1017.0,93.0,7.15,3.86,100.0,moderate rain
153,2023,1,7,9,0.343,0.0,0.023,13.5,13.33,12.79,13.82,1017.0,93.0,6.85,3.02,100.0,moderate rain
154,2023,1,7,10,0.333,0.0,0.03,13.48,13.34,12.32,14.15,1017.0,94.0,6.75,3.35,100.0,moderate rain
155,2023,1,7,11,0.415,0.0,0.057,14.09,14.01,13.34,14.82,1017.0,94.0,6.69,3.36,100.0,moderate rain
156,2023,1,7,12,0.61,0.0,0.061,14.1,14.02,13.34,14.82,1017.0,94.0,7.11,3.11,100.0,moderate rain
157,2023,1,7,13,0.533,0.0,0.065,14.02,13.96,13.68,14.15,1017.0,95.0,6.14,1.26,100.0,moderate rain
158,2023,1,7,14,0.536,0.0,0.02,14.17,14.12,13.43,15.82,1017.0,95.0,5.03,0.67,100.0,light rain
159,2023,1,7,15,0.922,0.0,0.005,13.12,12.97,12.93,14.82,1017.0,95.0,4.0,0.31,100.0,light rain
160,2023,1,7,16,0.678,0.0,0.001,13.01,12.85,12.23,13.82,1017.0,95.0,2.2,0.29,98.0,light rain
161,2023,1,7,17,0.521,0.0,0.0,12.96,12.79,10.9,13.82,1016.0,95.0,2.62,0.37,100.0,light rain
162,2023,1,7,18,0.563,0.0,0.0,12.24,12.0,10.34,13.82,1017.0,95.0,3.03,0.19,97.0,light rain
163,2023,1,7,19,0.668,0.0,0.0,11.86,11.58,11.38,12.82,1018.0,95.0,3.27,0.32,100.0,light rain
164,2023,1,7,20,0.523,0.0,0.0,11.98,11.71,10.34,13.82,1018.0,95.0,3.35,0.3,100.0,light rain
165,2023,1,7,21,0.338,0.0,0.0,11.97,11.7,10.9,13.82,1018.0,95.0,3.63,0.64,100.0,light rain
166,2023,1,7,22,0.0,0.34,0.0,11.97,11.68,11.12,13.82,1018.0,94.0,4.46,0.98,100.0,light rain
167,2023,1,7,23,0.0,0.411,0.0,11.97,11.7,11.12,13.82,1017.0,95.0,5.13,1.51,100.0,moderate rain
168,2023,1,8,0,0.0,0.677,0.0,11.97,11.7,10.9,13.82,1017.0,95.0,5.02,1.71,100.0,moderate rain
169,2023,1,8,1,0.0,0.286,0.0,11.4,11.08,11.12,12.82,1017.0,95.0,5.43,1.33,100.0,moderate rain
170,2023,1,8,2,0.0,0.26,0.0,11.39,11.07,11.21,12.82,1016.0,95.0,5.18,1.25,100.0,moderate rain
171,2023,1,8,3,0.0,0.258,0.0,11.9,11.63,10.9,12.82,1015.0,95.0,4.35,1.3,100.0,moderate rain
172,2023,1,8,4,0.0,0.255,0.0,12.47,12.25,11.45,13.82,1014.0,95.0,4.17,1.22,100.0,moderate rain
173,2023,1,8,5,0.0,0.283,0.0,12.98,12.81,11.45,13.82,1012.0,95.0,5.33,1.64,100.0,moderate rain
174,2023,1,8,6,0.0,0.752,0.0,14.55,14.54,12.57,14.82,1011.0,95.0,7.88,3.19,100.0,moderate rain
175,2023,1,8,7,0.0,0.28,0.0,15.19,15.25,14.45,15.82,1011.0,95.0,9.87,3.28,90.0,moderate rain
176,2023,1,8,8,0.259,0.0,0.001,14.68,14.68,13.99,15.82,1012.0,95.0,8.37,2.45,91.0,moderate rain
177,2023,1,8,9,0.226,0.0,0.05,14.68,14.68,13.99,15.82,1014.0,95.0,6.63,0.58,96.0,light rain
178,2023,1,8,10,0.185,0.0,0.095,14.1,14.05,13.68,14.82,1015.0,95.0,5.55,0.63,94.0,light rain
179,2023,1,8,11,0.94,0.0,0.105,14.08,14.02,13.34,14.82,1016.0,95.0,5.09,0.49,95.0,light rain
180,2023,1,8,12,1.277,0.0,0.17,13.51,13.4,13.12,13.82,1015.0,95.0,4.87,0.43,100.0,light rain
181,2023,1,8,13,1.165,0.0,0.123,13.48,13.36,12.79,13.82,1015.0,95.0,4.7,0.47,100.0,light rain
182,2023,1,8,14,1.999,0.0,0.077,13.49,13.38,12.79,13.82,1015.0,95.0,4.73,0.57,100.0,light rain
183,2023,1,8,15,2.19,0.0,0.025,13.51,13.4,13.34,13.82,1015.0,95.0,4.33,0.9,100.0,light rain
184,2023,1,8,16,1.681,0.0,0.011,13.59,13.49,13.12,14.82,1016.0,95.0,3.98,0.44,97.0,light rain
185,2023,1,8,17,0.797,0.0,0.0,13.01,12.85,12.57,13.82,1016.0,95.0,3.86,0.27,93.0,light rain
186,2023,1,8,18,0.659,0.0,0.0,13.01,12.87,12.01,13.82,1017.0,96.0,3.72,0.2,94.0,light rain
187,2023,1,8,19,0.929,0.0,0.0,12.53,12.32,12.01,13.82,1018.0,95.0,2.88,0.0,92.0,overcast clouds
188,2023,1,8,20,0.719,0.0,0.0,12.42,12.2,12.01,12.88,1019.0,95.0,2.7,0.0,85.0,overcast clouds
189,2023,1,8,21,0.418,0.0,0.0,12.41,12.21,11.45,13.04,1020.0,96.0,2.34,0.0,81.0,broken clouds
190,2023,1,8,22,0.0,0.384,0.0,12.31,12.1,11.45,12.49,1020.0,96.0,1.76,0.0,100.0,overcast clouds
191,2023,1,8,23,0.0,0.395,0.0,12.38,12.18,10.9,12.82,1021.0,96.0,2.48,0.0,99.0,overcast clouds
192,2023,1,9,0,0.0,0.719,0.0,11.82,11.56,11.12,12.49,1021.0,96.0,2.52,0.0,92.0,overcast clouds
193,2023,1,9,1,0.0,0.342,0.0,11.29,10.98,11.12,11.93,1022.0,96.0,2.44,0.0,89.0,overcast clouds
194,2023,1,9,2,0.0,0.262,0.0,11.4,11.1,9.79,12.82,1022.0,96.0,2.54,0.0,69.0,broken clouds
195,2023,1,9,3,0.0,0.256,0.0,10.77,10.41,10.57,11.82,1023.0,96.0,2.48,0.0,44.0,scattered clouds
196,2023,1,9,4,0.0,0.254,0.0,10.77,10.41,10.57,11.82,1023.0,96.0,2.19,0.0,68.0,broken clouds
197,2023,1,9,5,0.0,0.253,0.0,10.2,9.78,10.15,11.77,1023.0,96.0,1.88,0.0,88.0,overcast clouds
198,2023,1,9,6,0.0,0.255,0.0,9.67,8.69,9.59,11.21,1024.0,96.0,2.15,0.0,72.0,broken clouds
199,2023,1,9,7,0.0,1.127,0.0,9.18,8.29,8.12,11.21,1025.0,96.0,1.94,0.0,68.0,broken clouds
200,2023,1,9,8,0.407,0.0,0.026,9.09,9.09,8.6,10.66,1026.0,96.0,1.07,0.0,62.0,broken clouds
201,2023,1,9,9,0.193,0.0,0.184,9.61,9.61,9.59,10.66,1027.0,96.0,0.31,0.0,54.0,broken clouds
202,2023,1,9,10,0.056,0.0,0.425,10.76,10.37,8.68,11.82,1027.0,95.0,0.16,0.0,40.0,scattered clouds
203,2023,1,9,11,0.286,0.0,0.38,11.94,11.64,10.26,13.82,1029.0,94.0,0.44,0.0,43.0,scattered clouds
204,2023,1,9,12,0.0,0.0,0.242,12.54,11.94,11.38,14.82,1028.0,80.0,0.6,0.0,56.0,broken clouds
205,2023,1,9,13,0.0,0.0,0.245,12.58,11.96,11.77,14.82,1028.0,79.0,1.22,0.0,73.0,broken clouds
206,2023,1,9,14,0.0,0.0,0.322,13.01,12.3,12.32,14.15,1028.0,74.0,1.6,0.0,83.0,broken clouds
207,2023,1,9,15,0.066,0.0,0.265,13.61,12.91,12.88,15.26,1028.0,72.0,1.69,0.0,89.0,overcast clouds
208,2023,1,9,16,0.236,0.0,0.08,13.12,12.39,12.57,14.82,1028.0,73.0,1.5,0.0,85.0,overcast clouds
